DF,DL,MUNICIPIO,LOCALIDAD,SECCION,TIPO,CASILLA,UBICACION
2,3,2) MEXICALI,1) MEXICALI,356,E1,356 E1,"CENTRO DEPORTIVO JUVENTUD 2000, CALZADA ANÁHUAC, SIN NÚMERO, FRACCIONAMIENTO JUVENTUD DEPORTIVA 2000, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA IMPERIO DE BIZANCIO"
2,3,2) MEXICALI,1) MEXICALI,357,B,357 B,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,357,C1,357 C1,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,357,C2,357 C2,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,357,C3,357 C3,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,357,C4,357 C4,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,357,C5,357 C5,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,357,C6,357 C6,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,357,C7,357 C7,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN, CALLE MALINALI, SIN NÚMERO, FRACCIONAMIENTO RESIDENCIAL CALIFORNIA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES COCHELA Y PASEO DE LOS ÁNGELES"
2,3,2) MEXICALI,1) MEXICALI,358,B,358 B,"ESCUELA SECUNDARIA NÚMERO 90 PRÁCTICAS DE PEDAGOGÍA, CALZADA CASTELLÓN, SIN NÚMERO, COLONIA CONJUNTO URBANO ESPERANZA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE TARRAGONA"
2,3,2) MEXICALI,1) MEXICALI,358,C1,358 C1,"ESCUELA SECUNDARIA NÚMERO 90 PRÁCTICAS DE PEDAGOGÍA, CALZADA CASTELLÓN, SIN NÚMERO, COLONIA CONJUNTO URBANO ESPERANZA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE TARRAGONA"
2,3,2) MEXICALI,1) MEXICALI,358,C2,358 C2,"ESCUELA SECUNDARIA NÚMERO 90 PRÁCTICAS DE PEDAGOGÍA, CALZADA CASTELLÓN, SIN NÚMERO, COLONIA CONJUNTO URBANO ESPERANZA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE TARRAGONA"
2,3,2) MEXICALI,1) MEXICALI,359,B,359 B,"DOMICILIO PARTICULAR, AVENIDA 55, NÚMERO 1768, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE DOLORES HIDALGO Y CALLE PÉNJAMO"
2,3,2) MEXICALI,1) MEXICALI,359,C1,359 C1,"DOMICILIO PARTICULAR, AVENIDA 55, NÚMERO 1768, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE DOLORES HIDALGO Y CALLE PÉNJAMO"
2,3,2) MEXICALI,1) MEXICALI,360,B,360 B,"ESCUELA PRIMARIA JOSÉ MARÍA LUIS MORA TURNO MATUTINO Y VESPERTINO, AVENIDA VALLADOLID, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES 51 Y 52"
2,3,2) MEXICALI,1) MEXICALI,360,C1,360 C1,"ESCUELA PRIMARIA JOSÉ MARÍA LUIS MORA TURNO MATUTINO Y VESPERTINO, AVENIDA VALLADOLID, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES 51 Y 52"
2,3,2) MEXICALI,1) MEXICALI,361,B,361 B,"ESCUELA SECUNDARIA CARLOS A. CARRILLO NÚMERO 47, CALLE HACIENDA DEL CORRALEJO, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CONTRALORÍA Y PLAZA DEL EJECUTIVO"
2,3,2) MEXICALI,1) MEXICALI,361,C1,361 C1,"ESCUELA SECUNDARIA CARLOS A. CARRILLO NÚMERO 47, CALLE HACIENDA DEL CORRALEJO, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CONTRALORÍA Y PLAZA DEL EJECUTIVO"
2,3,2) MEXICALI,1) MEXICALI,361,C2,361 C2,"ESCUELA SECUNDARIA CARLOS A. CARRILLO NÚMERO 47, CALLE HACIENDA DEL CORRALEJO, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CONTRALORÍA Y PLAZA DEL EJECUTIVO"
2,3,2) MEXICALI,1) MEXICALI,362,B,362 B,"DOMICILIO PARTICULAR, CALLE LEÓN TOLSTOI, NÚMERO 2504, FRACCIONAMIENTO JUSTO SIERRA, CÓDIGO POSTAL 21380, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE JOSÉ VASCONCELOS Y CALLE LEÓN TOLSTOI"
2,3,2) MEXICALI,1) MEXICALI,362,C1,362 C1,"DOMICILIO PARTICULAR, CALLE LEÓN TOLSTOI, NÚMERO 2508, FRACCIONAMIENTO JUSTO SIERRA, CÓDIGO POSTAL 21380, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE JOSÉ VASCONCELOS Y CALLE LEÓN TOLSTOI"
2,3,2) MEXICALI,1) MEXICALI,363,B,363 B,"ESCUELA PRIMARIA OTILIA URREA DE COTA TURNO MATUTINO Y VESPERTINO, CALLE LIBERTADOR OESTE, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS 56 Y 58"
2,3,2) MEXICALI,1) MEXICALI,363,C1,363 C1,"ESCUELA PRIMARIA OTILIA URREA DE COTA TURNO MATUTINO Y VESPERTINO, CALLE LIBERTADOR OESTE, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS 56 Y 58"
2,3,2) MEXICALI,1) MEXICALI,364,B,364 B,"DOMICILIO PARTICULAR, AVENIDA MADRID, NÚMERO 1566, COLONIA ESPERANZA AGRÍCOLA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES GRANADA Y CÁDIZ"
2,3,2) MEXICALI,1) MEXICALI,364,C1,364 C1,"DOMICILIO PARTICULAR, AVENIDA MADRID, NÚMERO 1566, COLONIA ESPERANZA AGRÍCOLA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES GRANADA Y CÁDIZ"
2,3,2) MEXICALI,1) MEXICALI,365,B,365 B,"JARDÍN DE NIÑOS ELENA V. DE LAMADRID, AVENIDA VALENCIA, SIN NÚMERO, COLONIA CONJUNTO URBANO ESPERANZA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES CÁDIZ Y SANTANDER"
2,3,2) MEXICALI,1) MEXICALI,365,C1,365 C1,"JARDÍN DE NIÑOS ELENA V. DE LAMADRID, AVENIDA VALENCIA, SIN NÚMERO, COLONIA CONJUNTO URBANO ESPERANZA, CÓDIGO POSTAL 21350, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES CÁDIZ Y SANTANDER"
2,3,2) MEXICALI,1) MEXICALI,366,B,366 B,"ESCUELA PRIMARIA XOCHICALLI, AVENIDA CHALCO, SIN NÚMERO, FRACCIONAMIENTO XOCHICALLI, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TEXCOCO Y CALLE TULTEPEC"
2,3,2) MEXICALI,1) MEXICALI,366,C1,366 C1,"ESCUELA PRIMARIA XOCHICALLI, AVENIDA CHALCO, SIN NÚMERO, FRACCIONAMIENTO XOCHICALLI, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TEXCOCO Y CALLE TULTEPEC"
2,3,2) MEXICALI,1) MEXICALI,366,C2,366 C2,"ESCUELA PRIMARIA XOCHICALLI, AVENIDA CHALCO, SIN NÚMERO, FRACCIONAMIENTO XOCHICALLI, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TEXCOCO Y CALLE TULTEPEC"
2,3,2) MEXICALI,1) MEXICALI,366,C3,366 C3,"ESCUELA PRIMARIA XOCHICALLI, AVENIDA CHALCO, SIN NÚMERO, FRACCIONAMIENTO XOCHICALLI, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TEXCOCO Y CALLE TULTEPEC"
2,3,2) MEXICALI,1) MEXICALI,366,C4,366 C4,"ESCUELA PRIMARIA XOCHICALLI, AVENIDA CHALCO, SIN NÚMERO, FRACCIONAMIENTO XOCHICALLI, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TEXCOCO Y CALLE TULTEPEC"
2,3,2) MEXICALI,1) MEXICALI,366,C5,366 C5,"ESCUELA PRIMARIA XOCHICALLI, AVENIDA CHALCO, SIN NÚMERO, FRACCIONAMIENTO XOCHICALLI, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TEXCOCO Y CALLE TULTEPEC"
2,3,2) MEXICALI,1) MEXICALI,366,C6,366 C6,"ESCUELA PRIMARIA XOCHICALLI, AVENIDA CHALCO, SIN NÚMERO, FRACCIONAMIENTO XOCHICALLI, CÓDIGO POSTAL 21353, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TEXCOCO Y CALLE TULTEPEC"
2,3,2) MEXICALI,1) MEXICALI,367,B,367 B,"UNIDAD DEPORTIVA HIDALGO , CALLE HACIENDA DEL CORRALEJO, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA 1810 Y AVENIDA 60"
2,3,2) MEXICALI,1) MEXICALI,367,C1,367 C1,"UNIDAD DEPORTIVA HIDALGO , CALLE HACIENDA DEL CORRALEJO, SIN NÚMERO, COLONIA HIDALGO, CÓDIGO POSTAL 21389, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA 1810 Y AVENIDA 60"
2,3,2) MEXICALI,1) MEXICALI,368,B,368 B,"JARDÍN DE NIÑOS ENRIQUETA CAMARILLO, CALLE EZEQUIEL A. CHÁVEZ, SIN NÚMERO, FRACCIONAMIENTO JUSTO SIERRA, CÓDIGO POSTAL 21230, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE HACIENDA DEL CORRALEJO"
2,3,2) MEXICALI,1) MEXICALI,368,C1,368 C1,"JARDÍN DE NIÑOS ENRIQUETA CAMARILLO, CALLE EZEQUIEL A. CHÁVEZ, SIN NÚMERO, FRACCIONAMIENTO JUSTO SIERRA, CÓDIGO POSTAL 21230, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE HACIENDA DEL CORRALEJO"
2,3,2) MEXICALI,1) MEXICALI,369,B,369 B,"ESCUELA SECUNDARIA ESTATAL NÚMERO 87, PASEO DE LAS HADAS, SIN NÚMERO, MÓDULO SOCIAL FOVISSSTE TERCERA ETAPA, CÓDIGO POSTAL 21038, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS GABRIEL MANCERA Y 29 DE JUNIO"
2,3,2) MEXICALI,1) MEXICALI,369,E1,369 E1,"LEY INDEPENDENCIA, CALZADA INDEPENDENCIA, NÚMERO 209, MÓDULO SOCIAL FOVISSSTE TERCERA ETAPA, CÓDIGO POSTAL 21038, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA FRANCISCO L. MONTEJANO Y CALLE NARIPEO CARLONE"
2,5,2) MEXICALI,1) MEXICALI,495,B,495 B,"ESCUELA SECUNDARÍA NÚMERO 103 GUSTAVO VILDOSOLA ALMADA, CALZADA DEL ORO, SIN NÚMERO, COLONIA SATÉLITE, CÓDIGO POSTAL 21385, MEXICALI, BAJA CALIFORNIA., ESQUINA CALLE TOPACIO"
2,5,2) MEXICALI,1) MEXICALI,495,C1,495 C1,"ESCUELA SECUNDARÍA NÚMERO 103 GUSTAVO VILDOSOLA ALMADA, CALZADA DEL ORO, SIN NÚMERO, COLONIA SATÉLITE, CÓDIGO POSTAL 21385, MEXICALI, BAJA CALIFORNIA., ESQUINA CALLE TOPACIO"
2,5,2) MEXICALI,1) MEXICALI,496,B,496 B,"ESCUELA PRIMARIA INDEPENDENCIA, AVENIDA PÓRTICOS DEL VALLE, SIN NÚMERO, FRACCIONAMIENTO PÓRTICOS DEL VALLE, CÓDIGO POSTAL 21387, MEXICALI, BAJA CALIFORNIA., ESQUINA CALLE 13 DE SEPTIEMBRE"
2,5,2) MEXICALI,1) MEXICALI,496,C1,496 C1,"ESCUELA PRIMARIA INDEPENDENCIA, AVENIDA PÓRTICOS DEL VALLE, SIN NÚMERO, FRACCIONAMIENTO PÓRTICOS DEL VALLE, CÓDIGO POSTAL 21387, MEXICALI, BAJA CALIFORNIA., ESQUINA CALLE 13 DE SEPTIEMBRE"
2,5,2) MEXICALI,1) MEXICALI,496,C2,496 C2,"ESCUELA PRIMARIA INDEPENDENCIA, AVENIDA PÓRTICOS DEL VALLE, SIN NÚMERO, FRACCIONAMIENTO PÓRTICOS DEL VALLE, CÓDIGO POSTAL 21387, MEXICALI, BAJA CALIFORNIA., ESQUINA CALLE 13 DE SEPTIEMBRE"
2,5,2) MEXICALI,1) MEXICALI,496,C3,496 C3,"ESCUELA PRIMARIA INDEPENDENCIA, AVENIDA PÓRTICOS DEL VALLE, SIN NÚMERO, FRACCIONAMIENTO PÓRTICOS DEL VALLE, CÓDIGO POSTAL 21387, MEXICALI, BAJA CALIFORNIA., ESQUINA CALLE 13 DE SEPTIEMBRE"
2,5,2) MEXICALI,1) MEXICALI,496,C4,496 C4,"ESCUELA PRIMARIA INDEPENDENCIA, AVENIDA PÓRTICOS DEL VALLE, SIN NÚMERO, FRACCIONAMIENTO PÓRTICOS DEL VALLE, CÓDIGO POSTAL 21387, MEXICALI, BAJA CALIFORNIA., ESQUINA CALLE 13 DE SEPTIEMBRE"
2,5,2) MEXICALI,1) MEXICALI,496,EX1,496 EX1,"ESCUELA PRIMARIA GENERAL LÁZARO CÁRDENAS DEL RÍO. , AVENIDA DE LAS REFINERÍAS, NÚMERO 98, COLONIA UNIÓN DE RESIDENTES LÁZARO CÁRDENAS, CODIGO POSTAL 21383, MEXICALI, BAJA CALIFORNIA , ESQUINA CON 18 DE MARZO"
2,5,2) MEXICALI,1) MEXICALI,496,EX1C1,496 EX1C1,"ESCUELA PRIMARIA GENERAL LÁZARO CÁRDENAS DEL RÍO. , AVENIDA DE LAS REFINERÍAS, NÚMERO 98, COLONIA UNIÓN DE RESIDENTES LÁZARO CÁRDENAS, CODIGO POSTAL 21383, MEXICALI, BAJA CALIFORNIA , ESQUINA CON 18 DE MARZO"
2,4,2) MEXICALI,1) MEXICALI,517,B,517 B,"ESCUELA PRIMARIA GUADALUPE VICTORIA, AVENIDA AGUASCALIENTES, SIN NÚMERO, COLONIA FRONTERIZA, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE AGUAPRIETA"
2,4,2) MEXICALI,1) MEXICALI,517,C1,517 C1,"ESCUELA PRIMARIA GUADALUPE VICTORIA, AVENIDA AGUASCALIENTES, SIN NÚMERO, COLONIA FRONTERIZA, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE AGUAPRIETA"
2,4,2) MEXICALI,1) MEXICALI,518,B,518 B,"DOMICILIO PARTICULAR, AVENIDA. JOSÉ ROA BACA, NÚMERO 3223, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE LUIS DONALDO COLOSIO Y ARTURO GUAJARDO"
2,4,2) MEXICALI,1) MEXICALI,518,C1,518 C1,"DOMICILIO PARTICULAR, AVENIDA. JOSÉ ROA BACA, NÚMERO 3223, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE LUIS DONALDO COLOSIO Y ARTURO GUAJARDO"
2,4,2) MEXICALI,1) MEXICALI,518,C2,518 C2,"DOMICILIO PARTICULAR, AVENIDA. JOSÉ ROA BACA, NÚMERO 3223, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE LUIS DONALDO COLOSIO Y ARTURO GUAJARDO"
2,4,2) MEXICALI,1) MEXICALI,518,C3,518 C3,"DOMICILIO PARTICULAR, AVENIDA. JOSÉ ROA BACA, NÚMERO 3223, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE LUIS DONALDO COLOSIO Y ARTURO GUAJARDO"
2,4,2) MEXICALI,1) MEXICALI,518,C4,518 C4,"DOMICILIO PARTICULAR, AVENIDA. JOSÉ ROA BACA, NÚMERO 3223, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE LUIS DONALDO COLOSIO Y ARTURO GUAJARDO"
2,4,2) MEXICALI,1) MEXICALI,518,C5,518 C5,"DOMICILIO PARTICULAR, AVENIDA. JOSÉ ROA BACA, NÚMERO 3223, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE LUIS DONALDO COLOSIO Y ARTURO GUAJARDO"
2,4,2) MEXICALI,1) MEXICALI,519,B,519 B,"JARDÍN DE NIÑOS LIC. LUIS DONALDO COLOSIO MURRIETA , CALZADA LUIS DONALDO COLOSIO MURRIETA, SIN NÚMERO, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA SRA. EVA TORREA DE SALAS Y AVENIDA JOSE ROA BACA"
2,4,2) MEXICALI,1) MEXICALI,519,C1,519 C1,"JARDÍN DE NIÑOS LIC. LUIS DONALDO COLOSIO MURRIETA , CALZADA LUIS DONALDO COLOSIO MURRIETA, SIN NÚMERO, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA SRA. EVA TORREA DE SALAS Y AVENIDA JOSE ROA BACA"
2,4,2) MEXICALI,1) MEXICALI,519,C2,519 C2,"JARDÍN DE NIÑOS LIC. LUIS DONALDO COLOSIO MURRIETA , CALZADA LUIS DONALDO COLOSIO MURRIETA, SIN NÚMERO, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA SRA. EVA TORREA DE SALAS Y AVENIDA JOSE ROA BACA"
2,4,2) MEXICALI,1) MEXICALI,519,C3,519 C3,"JARDÍN DE NIÑOS LIC. LUIS DONALDO COLOSIO MURRIETA , CALZADA LUIS DONALDO COLOSIO MURRIETA, SIN NÚMERO, COLONIA LUIS DONALDO COLOSIO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA SRA. EVA TORREA DE SALAS Y AVENIDA JOSE ROA BACA"
2,4,2) MEXICALI,1) MEXICALI,520,B,520 B,"JARDÍN DE NIÑOS LAURO AGUIRRE, CALLE GUERRERO NEGRO, SIN NÚMERO, COLONIA AMPLIACIÓN LUCERNA, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE SAN JORGE Y CALLE SAN LUIS GONZAGA"
2,4,2) MEXICALI,1) MEXICALI,520,C1,520 C1,"JARDÍN DE NIÑOS LAURO AGUIRRE, CALLE GUERRERO NEGRO, SIN NÚMERO, COLONIA AMPLIACIÓN LUCERNA, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE SAN JORGE Y CALLE SAN LUIS GONZAGA"
2,4,2) MEXICALI,1) MEXICALI,520,C2,520 C2,"JARDÍN DE NIÑOS LAURO AGUIRRE, CALLE GUERRERO NEGRO, SIN NÚMERO, COLONIA AMPLIACIÓN LUCERNA, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE SAN JORGE Y CALLE SAN LUIS GONZAGA"
2,4,2) MEXICALI,1) MEXICALI,520,C3,520 C3,"JARDÍN DE NIÑOS LAURO AGUIRRE, CALLE GUERRERO NEGRO, SIN NÚMERO, COLONIA AMPLIACIÓN LUCERNA, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE SAN JORGE Y CALLE SAN LUIS GONZAGA"
2,4,2) MEXICALI,1) MEXICALI,520,C4,520 C4,"JARDÍN DE NIÑOS LAURO AGUIRRE, CALLE GUERRERO NEGRO, SIN NÚMERO, COLONIA AMPLIACIÓN LUCERNA, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE SAN JORGE Y CALLE SAN LUIS GONZAGA"
2,4,2) MEXICALI,1) MEXICALI,521,B,521 B,"PARQUE PÚBLICO SALINAS DE GORTARI, AVENIDA EL ROSARIO, SIN NÚMERO, COLONIA CARLOS SALINAS, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE LUCERNA Y CALLE RÍO PLATA"
2,4,2) MEXICALI,1) MEXICALI,521,C1,521 C1,"PARQUE PÚBLICO SALINAS DE GORTARI, AVENIDA EL ROSARIO, SIN NÚMERO, COLONIA CARLOS SALINAS, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE LUCERNA Y CALLE RÍO PLATA"
2,4,2) MEXICALI,1) MEXICALI,521,C2,521 C2,"PARQUE PÚBLICO SALINAS DE GORTARI, AVENIDA EL ROSARIO, SIN NÚMERO, COLONIA CARLOS SALINAS, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE LUCERNA Y CALLE RÍO PLATA"
2,4,2) MEXICALI,1) MEXICALI,522,B,522 B,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C1,522 C1,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C2,522 C2,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C3,522 C3,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C4,522 C4,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C5,522 C5,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C6,522 C6,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C7,522 C7,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,522,C8,522 C8,"CAMPO DE BASEBALL ÁLVARO ESCAMILLA, AVENIDA OAXACA, SIN NÚMERO, FRACCIONAMIENTO MISIÓN SAN DIEGO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE COCORIT"
2,4,2) MEXICALI,1) MEXICALI,523,B,523 B,"ESCUELA PRIMARIA REAL DEL RÍO, AVENIDA SANTO TOMÁS, SIN NÚMERO, FRACCIONAMIENTO REAL DEL RÍO, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA AZTECAS"
