MUNICIPIO,DF,DL,SECCION,TIPO,GOB_2019,PM_2019,DL_2019,GOB_2021,PM_2021,DL_2021,PM_2024,DL_2024,ESTRAT_CEN,CLASIFICACION,PRIORIDAD,PERFIL,CLASE,LN_FEB_26,MORENA_PM_2024,DIF_PM24,META
ENSENADA,7,15,1,URBANO(A),307,233,181,229,315,348,0,806,NO,SWITCH,1,ADULTOS MAYORES,ALTA,2485,298,298,299
ENSENADA,7,15,2,URBANO(A),334,249,234,299,348,398,0,399,NO,LEAL,2,ADULTOS MAYORES,ALTA,1500,97,97,98
ENSENADA,7,15,3,URBANO(A),51,51,49,16,38,36,0,87,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA,1978,383,383,384
ENSENADA,7,15,4,URBANO(A),83,76,67,37,48,49,0,69,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA BAJA,1922,418,418,419
ENSENADA,7,15,5,URBANO(A),34,26,30,11,18,18,0,37,NO,SWITCH,1,ADULTOS MAYORES,MEDIA,513,94,94,95
ENSENADA,7,15,6,URBANO(A),63,65,60,39,35,41,0,90,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA,1662,332,332,333
ENSENADA,7,15,7,URBANO(A),29,25,23,2,10,13,0,33,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA,711,241,241,242
ENSENADA,7,15,8,URBANO(A),133,132,122,37,59,64,0,120,NO,SWITCH,1,POBLACION INDIGENA,MEDIA,1573,281,281,282
ENSENADA,7,15,9,URBANO(A),65,65,58,22,36,37,0,101,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA ALTA,1156,179,179,180
ENSENADA,7,15,10,URBANO(A),82,74,71,24,50,54,0,146,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1086,216,216,217
ENSENADA,7,15,11,URBANO(A),201,187,120,97,182,173,0,355,NO,SWITCH,1,DISCAPACITADOS,ALTA,2670,474,474,475
ENSENADA,7,16,12,URBANO(A),243,218,174,91,156,144,380,375,NO,SWITCH,1,MIXTO,MEDIA ALTA,5427,967,587,968
ENSENADA,3,16,15,URBANO(A),89,66,48,22,42,37,90,88,NO,OPOSITOR,3,MIXTO,MEDIA ALTA,1882,409,319,410
ENSENADA,3,16,16,URBANO(A),89,72,53,27,61,48,95,89,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA ALTA,1729,360,265,361
ENSENADA,3,16,17,URBANO(A),131,122,84,57,94,96,186,172,NO,SWITCH,1,MIXTO,MEDIA ALTA,2702,547,361,548
ENSENADA,3,16,18,URBANO(A),208,184,137,100,136,159,325,285,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1997,355,30,356
ENSENADA,3,15,19,URBANO(A),107,101,86,44,67,70,0,177,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1346,239,239,240
ENSENADA,7,15,20,URBANO(A),158,138,128,103,133,148,0,282,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1500,231,231,232
ENSENADA,7,15,21,URBANO(A),100,85,79,51,64,62,0,125,NO,SWITCH,1,ADULTOS MAYORES,ALTA,809,149,149,150
ENSENADA,7,15,22,URBANO(A),118,95,89,59,86,100,0,217,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1012,196,196,197
ENSENADA,7,15,23,URBANO(A),269,224,159,212,251,290,0,474,NO,LEAL,2,ADULTOS MAYORES,ALTA,1218,135,135,136
ENSENADA,7,15,24,URBANO(A),114,96,90,69,81,93,0,202,NO,SWITCH,1,ADULTOS MAYORES,MEDIA ALTA,1246,226,226,227
ENSENADA,7,15,25,URBANO(A),112,94,87,72,107,117,0,192,NO,SWITCH,1,ADULTOS MAYORES,ALTA,963,150,150,151
ENSENADA,7,15,26,URBANO(A),112,98,90,53,87,95,0,194,NO,SWITCH,1,ADULTOS MAYORES,ALTA,829,157,157,158
ENSENADA,3,15,27,URBANO(A),78,68,59,34,57,61,0,182,NO,OPOSITOR,3,ADULTOS MAYORES,ALTA,1065,191,191,192
ENSENADA,3,15,28,URBANO(A),29,23,16,8,14,17,0,53,NO,SWITCH,1,MIXTO,ALTA,550,120,120,121
ENSENADA,3,15,29,URBANO(A),117,139,95,36,70,70,0,176,NO,SWITCH,1,ADULTOS MAYORES,ALTA,915,177,177,178
ENSENADA,3,16,30,URBANO(A),75,67,52,24,40,42,94,100,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA ALTA,1226,242,148,243
ENSENADA,3,16,31,URBANO(A),52,52,33,20,33,32,56,58,NO,SWITCH,1,MIXTO,MEDIA ALTA,866,149,93,150
ENSENADA,3,16,32,URBANO(A),81,61,46,19,45,42,96,100,NO,OPOSITOR,3,ADULTOS MAYORES,MEDIA ALTA,1927,383,287,384
ENSENADA,3,16,33,URBANO(A),91,93,74,29,52,47,91,83,NO,OPOSITOR,3,ADULTOS MAYORES,MEDIA ALTA,1832,422,331,423
ENSENADA,3,16,34,URBANO(A),99,76,67,28,52,52,72,75,NO,SWITCH,1,MIXTO,MEDIA ALTA,1531,321,249,322
ENSENADA,3,16,35,URBANO(A),121,91,83,37,57,60,118,128,NO,OPOSITOR,3,MIXTO,MEDIA ALTA,2814,600,482,601
ENSENADA,7,16,36,URBANO(A),57,47,44,15,32,29,79,74,NO,OPOSITOR,3,ADULTOS,MEDIA,2374,404,325,405
ENSENADA,3,16,37,URBANO(A),114,95,79,33,51,53,84,90,NO,OPOSITOR,3,MIXTO,MEDIA,3038,643,559,644
ENSENADA,3,16,38,URBANO(A),62,56,46,31,34,34,66,68,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA,2051,432,366,433
ENSENADA,3,16,39,URBANO(A),65,64,43,38,48,49,73,75,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,1593,328,255,329
ENSENADA,3,16,40,URBANO(A),91,64,74,33,47,56,92,77,NO,OPOSITOR,3,ADULTOS MAYORES,MEDIA ALTA,1754,366,274,367
ENSENADA,3,15,41,URBANO(A),82,74,58,24,46,49,0,120,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,1076,196,196,197
ENSENADA,3,15,42,URBANO(A),69,76,55,21,47,46,0,131,NO,OPOSITOR,3,ADULTOS MAYORES,ALTA,1061,194,194,195
ENSENADA,3,15,43,URBANO(A),133,117,103,62,95,102,0,190,NO,SWITCH,1,ADULTOS MAYORES,ALTA,940,93,93,94
ENSENADA,3,15,44,URBANO(A),49,44,47,23,29,32,0,95,NO,SWITCH,1,ADULTOS MAYORES,ALTA,582,129,129,130
ENSENADA,3,15,45,URBANO(A),65,54,53,23,35,30,0,57,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,599,14,14,15
ENSENADA,7,15,46,URBANO(A),128,102,97,73,105,119,0,218,NO,SWITCH,1,ADULTOS MAYORES,ALTA,721,97,97,98
ENSENADA,7,15,47,URBANO(A),149,105,95,82,130,131,0,221,NO,SWITCH,1,JEFAS DE HOGAR,ALTA,934,136,136,137
ENSENADA,7,15,48,URBANO(A),253,180,165,145,230,245,0,449,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1616,220,220,221
ENSENADA,7,15,49,URBANO(A),20,13,13,5,15,18,0,40,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,316,41,41,42
ENSENADA,3,15,50,URBANO(A),17,14,13,14,21,21,0,41,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA,361,60,60,61
ENSENADA,3,15,51,URBANO(A),22,17,17,12,14,20,0,49,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA,428,100,100,101
ENSENADA,3,15,52,URBANO(A),59,46,49,35,37,46,0,112,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,741,134,134,135
ENSENADA,3,15,53,URBANO(A),35,35,24,13,19,22,0,51,NO,SWITCH,1,POBLACION INDIGENA,MEDIA ALTA,495,85,85,86
ENSENADA,3,15,54,URBANO(A),148,138,129,79,101,100,0,200,NO,SWITCH,1,JOVENES,MEDIA ALTA,866,137,137,138
ENSENADA,3,15,55,URBANO(A),80,79,77,35,60,71,0,137,NO,SWITCH,1,ADULTOS MAYORES,ALTA,572,98,98,99
ENSENADA,3,15,56,URBANO(A),53,46,41,29,36,33,0,101,NO,OPOSITOR,3,MIXTO,MEDIA ALTA,1208,205,205,206
ENSENADA,3,15,57,URBANO(A),33,34,28,2,16,16,0,39,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA,1066,219,219,220
ENSENADA,3,15,58,URBANO(A),77,66,62,32,45,47,0,98,NO,SWITCH,1,ADULTOS MAYORES,MEDIA ALTA,1308,269,269,270
ENSENADA,3,16,59,URBANO(A),66,63,60,30,53,51,85,81,NO,SWITCH,1,POBLACION INDIGENA,MEDIA,1585,275,190,276
ENSENADA,3,16,60,URBANO(A),133,119,86,49,76,76,147,144,NO,SWITCH,1,ADULTOS MAYORES,MEDIA ALTA,1936,346,199,347
ENSENADA,3,16,61,URBANO(A),128,109,87,38,63,63,131,123,NO,SWITCH,1,MIXTO,MEDIA ALTA,2232,507,376,508
ENSENADA,3,16,62,URBANO(A),60,51,38,21,40,32,62,56,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA,2320,492,430,493
ENSENADA,3,16,63,URBANO(A),70,58,49,27,43,60,64,70,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,791,164,100,165
ENSENADA,3,15,64,URBANO(A),70,63,60,44,50,56,0,126,NO,SWITCH,1,POBLACION INDIGENA,MEDIA ALTA,738,121,121,122
ENSENADA,3,15,65,URBANO(A),125,114,112,49,79,74,0,160,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1131,201,201,202
ENSENADA,3,15,66,URBANO(A),72,64,58,33,58,60,0,130,NO,SWITCH,1,ADULTOS MAYORES,ALTA,862,140,140,141
ENSENADA,3,15,67,URBANO(A),91,86,74,48,78,86,0,150,NO,SWITCH,1,ADULTOS MAYORES,MEDIA ALTA,790,110,110,111
ENSENADA,3,15,68,URBANO(A),69,52,45,36,67,77,0,142,NO,SWITCH,1,ADULTOS MAYORES,MEDIA ALTA,748,94,94,95
ENSENADA,3,15,69,URBANO(A),60,50,46,14,34,35,0,68,NO,SWITCH,1,ADULTOS MAYORES,ALTA,705,126,126,127
ENSENADA,3,15,70,URBANO(A),47,41,39,24,28,34,0,95,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,595,108,108,109
ENSENADA,3,16,71,URBANO(A),81,80,60,31,58,51,88,96,NO,SWITCH,1,DISCAPACITADOS,ALTA,700,141,53,142
ENSENADA,3,16,72,URBANO(A),106,94,80,42,65,65,127,121,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,1169,246,119,247
ENSENADA,3,16,73,URBANO(A),66,55,45,28,47,48,104,91,NO,SWITCH,1,ADULTOS MAYORES,ALTA,715,107,3,108
ENSENADA,3,16,74,URBANO(A),86,79,59,40,63,68,100,101,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,884,172,72,173
ENSENADA,3,16,75,URBANO(A),61,55,52,20,40,41,109,96,NO,SWITCH,1,ADULTOS MAYORES,MEDIA ALTA,829,159,50,160
ENSENADA,3,15,76,URBANO(A),144,124,111,89,131,150,0,285,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1071,133,133,134
ENSENADA,3,16,77,URBANO(A),375,180,133,140,152,253,287,250,NO,SWITCH,1,JEFAS DE HOGAR,ALTA,1005,156,-131,157
ENSENADA,3,16,78,URBANO(A),104,82,80,33,70,76,141,121,NO,SWITCH,1,JEFAS DE HOGAR,ALTA,743,152,11,153
ENSENADA,3,16,79,URBANO(A),123,102,115,48,69,72,155,149,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1069,187,32,188
ENSENADA,3,16,80,URBANO(A),79,71,62,34,58,131,119,113,NO,SWITCH,1,DISCAPACITADOS,ALTA,935,212,93,213
ENSENADA,3,16,81,URBANO(A),76,81,63,32,49,48,75,66,NO,SWITCH,1,ADULTOS MAYORES,ALTA,847,80,5,81
ENSENADA,3,16,82,URBANO(A),45,37,31,22,27,27,62,65,NO,SWITCH,1,ADULTOS MAYORES,ALTA,672,128,66,129
ENSENADA,3,16,83,URBANO(A),91,82,54,34,48,62,127,138,NO,SWITCH,1,DISCAPACITADOS,ALTA,1125,158,31,159
ENSENADA,3,16,84,URBANO(A),86,81,73,32,69,54,114,121,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1001,183,69,184
ENSENADA,3,16,85,URBANO(A),99,75,68,61,81,100,168,146,NO,SWITCH,1,ADULTOS MAYORES,ALTA,778,112,-56,113
ENSENADA,3,16,86,URBANO(A),175,139,152,92,151,154,570,263,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1205,185,-385,186
ENSENADA,3,15,87,URBANO(A),185,154,134,105,170,166,0,330,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1234,170,170,171
ENSENADA,3,15,88,URBANO(A),149,144,123,76,123,118,0,280,NO,SWITCH,1,MIXTO,ALTA,2157,408,408,409
ENSENADA,3,16,89,URBANO(A),147,142,104,75,124,139,219,205,NO,SWITCH,1,ADULTOS MAYORES,ALTA,879,140,-79,141
ENSENADA,3,16,90,URBANO(A),153,139,104,79,132,149,250,230,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1075,174,-76,175
ENSENADA,3,16,91,URBANO(A),135,113,95,61,93,104,193,185,NO,SWITCH,1,ADULTOS MAYORES,ALTA,841,128,-65,129
ENSENADA,3,16,92,URBANO(A),99,79,72,46,71,69,149,154,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1035,206,57,207
ENSENADA,3,16,93,URBANO(A),106,101,88,56,102,97,174,170,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1038,185,11,186
ENSENADA,3,16,94,URBANO(A),89,74,67,53,66,71,166,158,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1461,271,105,272
ENSENADA,3,16,95,URBANO(A),102,75,63,35,60,71,115,107,NO,SWITCH,1,MIXTO,MEDIA ALTA,1774,313,198,314
ENSENADA,3,16,96,URBANO(A),48,42,44,21,29,28,54,43,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA BAJA,1741,394,340,395
ENSENADA,3,16,97,URBANO(A),31,35,27,8,7,7,19,24,NO,OPOSITOR,3,MIXTO,MEDIA,1313,310,291,311
ENSENADA,3,16,98,URBANO(A),124,127,98,52,76,80,174,148,NO,SWITCH,1,MIXTO,MEDIA ALTA,2171,501,327,502
ENSENADA,3,16,99,URBANO(A),83,69,64,34,55,56,82,76,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,1266,293,211,294
ENSENADA,3,16,100,URBANO(A),74,62,57,33,51,51,93,77,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1397,346,253,347
ENSENADA,3,16,101,URBANO(A),73,68,58,31,50,47,111,99,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1070,232,121,233
ENSENADA,3,16,102,URBANO(A),116,99,79,42,88,77,147,139,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1255,252,105,253
ENSENADA,3,16,103,URBANO(A),107,78,74,42,57,65,128,130,NO,OPOSITOR,3,ADULTOS MAYORES,ALTA,1167,242,114,243
ENSENADA,3,16,104,URBANO(A),120,100,92,45,72,81,149,149,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1403,279,130,280
ENSENADA,3,16,105,URBANO(A),170,147,146,82,123,131,276,274,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1639,312,36,313
ENSENADA,3,16,106,URBANO(A),160,161,126,56,114,121,231,223,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1989,375,144,376
ENSENADA,3,16,107,URBANO(A),81,84,70,37,56,61,87,85,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,1578,328,241,329
ENSENADA,3,16,109,URBANO(A),126,120,113,27,38,28,73,67,NO,OPOSITOR,3,MIXTO,MEDIA,3526,764,691,765
ENSENADA,3,16,110,URBANO(A),163,130,118,89,124,135,258,269,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1259,211,-47,212
ENSENADA,3,15,111,URBANO(A),100,92,83,54,63,83,0,156,NO,SWITCH,1,POBLACION INDIGENA,ALTA,969,163,163,164
ENSENADA,3,15,112,URBANO(A),95,84,78,26,47,52,0,111,NO,SWITCH,1,MIXTO,ALTA,862,179,179,180
ENSENADA,3,15,113,URBANO(A),86,75,66,31,43,49,0,120,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1215,140,140,141
ENSENADA,3,16,114,URBANO(A),221,210,177,136,209,234,365,368,NO,LEAL,2,ADULTOS MAYORES,ALTA,1530,223,-142,224
ENSENADA,3,16,115,URBANO(A),297,265,222,154,258,272,530,528,NO,SWITCH,1,ADULTOS MAYORES,ALTA,2207,345,-185,346
ENSENADA,3,15,116,URBANO(A),220,182,173,90,137,160,0,332,NO,SWITCH,1,ADULTOS MAYORES,ALTA,3295,695,695,696
ENSENADA,3,15,117,URBANO(A),122,109,88,47,88,95,0,228,NO,SWITCH,1,MIXTO,ALTA,1687,322,322,323
ENSENADA,3,16,118,URBANO(A),104,88,81,37,66,80,121,135,NO,SWITCH,1,DISCAPACITADOS,ALTA,1459,340,219,341
ENSENADA,3,16,119,URBANO(A),114,106,75,34,60,56,110,114,NO,SWITCH,1,ADULTOS MAYORES,ALTA,1230,229,119,230
ENSENADA,3,16,120,URBANO(A),72,67,62,16,25,25,62,54,NO,OPOSITOR,3,MIXTO,ALTA,1052,218,156,219
ENSENADA,3,16,121,URBANO(A),124,103,78,50,91,102,189,184,NO,SWITCH,1,MIXTO,ALTA,1776,346,157,347
ENSENADA,3,17,122,URBANO(A),57,61,57,38,50,51,54,57,NO,SWITCH,1,POBLACION INDIGENA,MEDIA ALTA,761,136,82,137
ENSENADA,3,17,124,URBANO(A),103,87,79,63,90,108,231,254,NO,OPOSITOR,3,ADULTOS MAYORES,MEDIA ALTA,2525,397,166,398
ENSENADA,3,17,125,URBANO(A),68,62,56,26,37,51,87,85,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA ALTA,1352,268,181,269
ENSENADA,3,17,127,URBANO(A),59,38,42,29,36,43,70,80,NO,OPOSITOR,3,DISCAPACITADOS,MEDIA ALTA,1308,271,201,272
ENSENADA,7,15,128,URBANO(A),35,30,28,24,35,33,0,51,NO,SWITCH,1,POBLACION INDIGENA,MEDIA BAJA,1972,524,524,525
ENSENADA,7,15,129,URBANO(A),26,22,16,27,31,36,0,66,NO,SWITCH,1,POBLACION INDIGENA,MEDIA BAJA,1706,403,403,404
ENSENADA,7,15,130,URBANO(A),95,84,85,25,38,43,0,83,NO,SWITCH,1,ADULTOS MAYORES,MEDIA ALTA,2132,456,456,457
ENSENADA,7,15,131,URBANO(A),75,74,70,25,32,30,0,71,NO,OPOSITOR,3,MIXTO,MEDIA ALTA,2389,550,550,551
ENSENADA,7,15,132,URBANO(A),110,111,100,24,50,52,0,136,NO,SWITCH,1,DISCAPACITADOS,MEDIA ALTA,1606,421,421,422
ENSENADA,7,15,133,URBANO(A),203,163,154,118,197,183,0,442,NO,SWITCH,1,ADULTOS MAYORES,ALTA,2527,424,424,425
ENSENADA,3,17,135,URBANO(A),51,38,42,19,26,23,47,54,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,1191,240,193,241
ENSENADA,3,17,136,URBANO(A),85,85,86,32,37,34,26,36,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,2118,474,448,475
ENSENADA,3,17,137,URBANO(A),66,64,67,20,27,28,21,21,NO,SWITCH,1,POBLACION INDIGENA,MEDIA BAJA,978,231,210,232
ENSENADA,3,17,138,URBANO(A),32,32,36,14,18,16,41,47,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,1007,200,159,201
ENSENADA,3,17,139,URBANO(A),104,102,110,36,62,67,93,98,NO,SWITCH,1,POBLACION INDIGENA,MEDIA BAJA,1946,433,340,434
ENSENADA,3,17,140,URBANO(A),109,105,111,51,67,56,87,96,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,2179,455,368,456
ENSENADA,3,17,141,URBANO(A),65,66,67,27,31,33,63,81,NO,SWITCH,1,POBLACION INDIGENA,MEDIA BAJA,1755,355,292,356
ENSENADA,3,17,142,URBANO(A),187,190,197,56,77,73,101,118,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,7077,1514,1413,1515
ENSENADA,3,17,143,URBANO(A),13,14,14,10,12,12,14,18,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,652,142,128,143
ENSENADA,3,17,144,URBANO(A),18,17,18,11,13,12,7,10,NO,SWITCH,1,POBLACION INDIGENA,BAJA,543,133,126,134
ENSENADA,3,17,145,URBANO(A),64,59,63,34,42,34,30,37,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,1483,325,295,326
ENSENADA,3,17,146,URBANO(A),26,29,36,14,15,17,43,42,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,1219,319,276,320
ENSENADA,3,17,147,URBANO(A),29,27,29,24,29,27,58,51,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,1224,338,280,339
ENSENADA,3,17,148,URBANO(A),127,114,120,41,52,46,57,68,NO,SWITCH,1,POBLACION INDIGENA,BAJA,2179,551,494,552
SAN QUINTIN,3,17,149,URBANO(A),209,208,142,37,44,43,73,57,NO,SWITCH,1,N/D,BAJA,2691,486,413,487
SAN QUINTIN,3,17,150,URBANO(A),65,67,62,23,24,27,50,33,NO,SWITCH,1,N/D,MEDIA BAJA,1122,188,138,189
SAN QUINTIN,3,17,151,URBANO(A),118,110,118,35,46,39,70,45,NO,SWITCH,1,N/D,BAJA,2549,366,296,367
SAN QUINTIN,3,17,152,URBANO(A),177,170,181,123,119,112,125,118,NO,SWITCH,1,N/D,MEDIA BAJA,2498,348,223,349
SAN QUINTIN,3,17,153,URBANO(A),86,80,87,26,30,31,45,41,NO,OPOSITOR,3,N/D,BAJA,3574,544,499,545
SAN QUINTIN,3,17,154,URBANO(A),94,85,100,45,63,66,86,73,NO,OPOSITOR,3,N/D,MEDIA BAJA,1840,249,163,250
SAN QUINTIN,3,17,155,URBANO(A),37,34,32,12,20,19,16,26,NO,OPOSITOR,3,N/D,MEDIA BAJA,629,83,67,84
SAN QUINTIN,3,17,156,URBANO(A),60,57,47,22,27,24,27,47,NO,OPOSITOR,3,N/D,MEDIA BAJA,1249,210,183,211
SAN QUINTIN,3,17,157,URBANO(A),52,42,33,23,31,30,27,47,NO,OPOSITOR,3,N/D,MEDIA,1097,155,128,156
SAN QUINTIN,3,17,158,URBANO(A),94,100,95,42,41,44,40,61,NO,SWITCH,1,N/D,BAJA,2955,484,444,485
SAN QUINTIN,3,17,159,URBANO(A),48,49,55,12,11,15,9,18,NO,OPOSITOR,3,N/D,MEDIA BAJA,914,118,109,119
SAN QUINTIN,3,17,160,URBANO(A),43,34,43,14,23,27,33,31,NO,OPOSITOR,3,N/D,MEDIA BAJA,1179,137,104,138
SAN QUINTIN,3,17,161,URBANO(A),109,92,80,33,30,29,15,42,NO,SWITCH,1,N/D,BAJA,1378,199,184,200
SAN QUINTIN,3,17,162,URBANO(A),50,50,47,9,15,17,10,24,NO,SWITCH,1,N/D,BAJA,1527,227,217,228
ENSENADA,3,17,163,URBANO(A),17,21,18,12,14,13,15,14,NO,SWITCH,1,DISCAPACITADOS,ALTA,430,101,86,102
ENSENADA,3,17,164,URBANO(A),17,18,18,8,10,8,10,11,NO,SWITCH,1,ADULTOS MAYORES,ALTA,458,127,117,128
ENSENADA,3,17,165,URBANO(A),7,7,6,11,11,11,7,9,NO,SWITCH,1,MIXTO,ALTA,226,83,76,84
ENSENADA,7,15,166,RURAL,64,61,62,19,27,30,0,67,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,1333,287,287,288
ENSENADA,7,15,167,RURAL,6,7,7,12,18,13,0,21,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,423,72,72,73
ENSENADA,7,15,168,MIXTO(A),38,43,43,38,47,53,0,116,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,2924,514,514,515
ENSENADA,7,15,169,RURAL,34,38,31,22,36,37,0,64,NO,SWITCH,1,POBLACION INDIGENA,MEDIA BAJA,1745,458,458,459
ENSENADA,7,15,170,RURAL,39,37,43,23,31,27,0,34,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,588,140,140,141
ENSENADA,7,15,171,RURAL,30,27,32,24,28,22,0,71,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,2868,512,512,513
ENSENADA,7,15,173,RURAL,71,72,59,56,70,79,0,192,NO,SWITCH,1,POBLACION INDIGENA,MEDIA BAJA,2371,424,424,425
ENSENADA,7,15,174,RURAL,30,30,28,51,57,62,0,96,NO,SWITCH,1,POBLACION INDIGENA,MEDIA ALTA,401,55,55,56
ENSENADA,7,15,175,MIXTO(A),93,91,87,76,98,110,0,278,NO,SWITCH,1,MIXTO,MEDIA,1771,211,211,212
ENSENADA,3,17,177,RURAL,22,21,20,13,18,13,38,42,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,929,225,187,226
ENSENADA,3,17,178,MIXTO(A),217,210,220,70,84,77,101,107,NO,SWITCH,1,POBLACION INDIGENA,BAJA,6454,1719,1618,1720
ENSENADA,3,17,179,RURAL,34,33,33,10,8,8,9,7,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,588,147,138,148
ENSENADA,3,17,180,RURAL,19,16,14,16,12,15,39,39,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,990,274,235,275
ENSENADA,3,17,181,RURAL,27,26,25,10,17,12,73,75,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,1430,371,298,372
ENSENADA,3,17,182,RURAL,30,30,32,12,14,14,28,29,NO,OPOSITOR,3,POBLACION INDIGENA,BAJA,735,143,115,144
ENSENADA,3,17,183,RURAL,46,49,47,25,29,30,30,35,NO,SWITCH,1,POBLACION INDIGENA,BAJA,1413,277,247,278
ENSENADA,3,17,184,RURAL,14,13,12,10,13,9,5,4,NO,OPOSITOR,3,POBLACION INDIGENA,MEDIA BAJA,268,91,86,92
ENSENADA,3,17,185,RURAL,382,376,395,103,106,114,75,83,NO,SWITCH,1,POBLACION INDIGENA,BAJA,6362,1541,1466,1542
SAN QUINTIN,3,17,186,MIXTO(A),234,213,223,53,55,62,72,73,NO,SWITCH,1,N/D,BAJA,6669,1047,975,1048
SAN QUINTIN,3,17,187,MIXTO(A),194,200,206,47,61,60,64,83,NO,OPOSITOR,3,N/D,BAJA,7134,1161,1097,1162
SAN QUINTIN,3,17,188,RURAL,105,97,97,31,25,27,43,48,NO,OPOSITOR,3,N/D,BAJA,3689,533,490,534
SAN QUINTIN,3,17,190,RURAL,68,57,56,32,37,39,27,39,NO,SWITCH,1,N/D,BAJA,3142,471,444,472
SAN QUINTIN,3,17,191,RURAL,48,47,42,15,34,33,20,38,NO,SWITCH,1,N/D,BAJA,2321,221,201,222
SAN FELIPE,3,17,193,RURAL,7,7,8,5,6,6,5,4,NO,SWITCH,1,N/D,MEDIA BAJA,91,16,11,17
SAN QUINTIN,3,17,194,RURAL,161,163,156,53,60,58,35,72,NO,OPOSITOR,3,N/D,BAJA,6962,1008,973,1009
SAN QUINTIN,3,17,195,MIXTO(A),119,118,111,36,52,47,49,86,NO,OPOSITOR,3,N/D,BAJA,7001,888,839,889
SAN QUINTIN,3,17,196,RURAL,38,40,39,17,22,26,5,13,NO,OPOSITOR,3,N/D,BAJA,1614,246,241,247
SAN QUINTIN,3,17,197,RURAL,40,37,36,19,22,27,15,35,NO,OPOSITOR,3,N/D,BAJA,4237,631,616,632
